gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
AT2G39640,-0.14960498249769363,-0.19100038344099507,-0.23945871436650024,-0.21658543314468948,-0.19817723544689927,-0.1608177642710567,-0.17875203313819357,-0.11937093285128618
267621_at,-0.13111532829589725,-0.1620196725800137,-0.22264057015914052,-0.12226202130350768,-0.15848523637188336,-0.047702411972129155,-0.15385556863126432,-0.2188989119961486
AT2G39690,-0.20292398531217629,-0.27386710355911364,-0.18469193707586726,-0.24523506758243163,-0.27376093581315286,-0.22205314295919795,-0.21920878796195364,-0.2530716086982473
AT2G39650,-0.036947089454190014,-0.13847284500546633,-0.1389810835891972,-0.15752310984226722,-0.19902174606551662,-0.10596107086293018,-0.19120026539165821,-0.11253639351086644
AT2G39710,-0.001687748883322448,-0.08639813017714046,-0.05273419021812165,-0.057469771113537,-0.12048225853410222,-0.08597452365221743,-0.13118200274102515,-0.18728916754670732
AT2G30730,-0.2738726584120927,-0.2924328714544298,-0.2907756159222902,-0.25978026660466996,-0.2809392760714004,-0.26032525463928624,-0.25344142665898134,-0.29023441636177966
AT2G30740,-0.050706832115991966,0.13593826095945089,0.033081468686098486,0.05536571221049363,-0.012807154660388943,0.1781030469403917,-0.024927448863237785,0.015611219122003672
AT2G30750,-0.20937386468489597,-0.24035815662610394,-0.28516956785317027,-0.29371906432322603,-0.2095781287982336,-0.26372722012196076,-0.29701023954610756,-0.2940788447407657
AT2G30760,-0.25710297204302157,-0.29107440063282136,-0.2782698163834842,-0.2910744826828191,-0.26404906369905323,-0.28966720692735387,-0.2165413096219255,-0.25520740224212846
AT2G30770,-0.23775333392486253,-0.28518769373918446,-0.18210453027473497,-0.2901929554693501,-0.28136153138070913,-0.2122724921965087,-0.29745481926944556,-0.24367411710517015
AT2G30780,-0.13885518354316084,-0.08866224821315463,-0.023410246471955977,-0.04027999045089169,-0.10105851430590299,0.03564574235339646,-0.06894084147370201,0.02629018684140951
AT2G30790,-0.012437547837855239,-0.1162844882525275,0.02920035848440012,-0.04953602619231608,0.06362105632448202,0.05393130682277195,0.044426987977493705,0.024154393297528345
AT2G30800,0.4885030834433728,0.4017457183875144,0.6471593494881565,0.3057194408356864,0.5867953845579358,0.22998302055117797,0.4787813776787418,0.2219288754609245
AT2G30650,-0.25409302833575237,-0.25484851205659464,-0.24506476243562014,-0.25845797578446644,-0.28347280792725255,-0.23906297037257052,-0.24499441191555893,-0.23384946680331678
AT2G30660,-0.214963760141253,-0.23311297891085858,-0.1583866345976892,-0.16721990919042612,-0.14961787487640113,-0.19568791046847048,-0.1636363225447008,-0.2714394331756253
AT2G30670,-0.10832575451228772,-0.08051142328350364,-0.05704653488667543,-0.0812710058771997,-0.15004013018570977,-0.13572826883633216,-0.1431856552711518,-0.16678554952544808
AT2G30680,-0.11606560975955135,-0.1701704975096647,-0.20668489488549152,-0.17162754525777107,-0.14286178992746223,-0.17272464346041752,-0.21565215017524944,-0.17532872370097277
AT2G30690,-0.2067939129358081,-0.21771697626596226,-0.23514636969794644,-0.2311306321669278,-0.2509591491104842,-0.29051769829802254,-0.24321609302220684,-0.292797368614437
AT2G30640,-0.1410051433340674,-0.12488813678938133,-0.11440071897844069,-0.17339059968470905,-0.23786923452191513,-0.16421972975373123,-0.1952014829017004,-0.23384946680331678
AT2G42000,-0.22055365559761006,-0.20956615133631126,-0.26360784451040137,-0.2888706646491466,-0.2830505526179438,-0.19483741909780183,-0.2165413096219255,-0.2633234177088769
AT2G41970,-0.23216343846850548,-0.2639049842006513,-0.19288539194611942,-0.25669492135752847,-0.2703828933386834,-0.25479706072994013,-0.1747508156281514,-0.2863899879827935
AT2G41930,-0.23990329371576907,-0.2643578078078541,-0.2148783497557437,-0.21261856068407903,-0.2712274039573008,-0.21057150945517147,-0.27744873171923456,-0.2492271803192612
MOS11,-0.21625373601579695,-0.25847110091421727,-0.27956351978405036,-0.21350008789754804,-0.255181702203571,-0.24033870742857347,-0.23121244049208023,-0.23812105389107913
AT2G42060,-0.11563561780137004,-0.15386884765036268,-0.17347984093762742,-0.2796146289077222,-0.1829760443117868,-0.18080431148176948,-0.1943123234550244,-0.20565699202408536
AT2G42050,-0.2798925458266311,-0.29152722424002414,-0.2933630227234224,-0.298126700390571,-0.25855974467804044,-0.2968963835780372,-0.3014560367794878,-0.29920474924608054
AT2G41860,-0.2639828433739225,-0.2897159298112128,-0.25584562410700457,-0.2976859367838365,-0.27502770174107893,-0.2960458922073686,-0.2983439787161216,-0.2885257815266747
AT2G41940,0.18664872880009203,0.32204876351981554,0.19867550395856357,0.5587177511012863,0.19874275530325947,0.42176882463695364,0.4698897832119813,0.3206025371882345
AT2G42010,-0.03823706532873394,-0.06783236228182428,-0.08852665096711802,-0.13416263868533904,-0.07614545105669086,-0.220777405903195,-0.11562171242419438,-0.13175853540579696
AT2G41870,-0.26441283533210386,-0.2829235757031703,-0.27870105085033964,-0.2813776833346602,-0.10781459925484183,-0.21567445767918325,-0.2787824708892487,-0.2923702099056608
AT2G32750,-0.26527281924846646,-0.23945250941169827,-0.1721861375370613,-0.25933950299793546,-0.23153540488228494,-0.2926439267246941,-0.2992331381627977,-0.25606171965968094
AT2G32740,-0.274302650370274,-0.29288569506163264,-0.25110204497159544,-0.296363645963633,-0.2805170207620918,-0.29434490946603137,-0.2912307031427133,-0.2556345609509047
AT2G32690,0.5934211212396129,1.6270863994783824,0.71400069185074,1.5425021213326782,0.6019965756930484,1.4478866633486538,0.8860164042563703,1.475212527010394
AT2G32680,-0.2214136395139727,-0.20141532640666024,-0.21530958422259908,-0.1932249619877613,-0.12386030100857168,-0.10085812263891843,-0.17608455479816545,-0.03692930205747308
AT2G32660,-0.23001347867759894,-0.23854686219729263,-0.24894587263731852,-0.2712401203797668,-0.24715885132670606,-0.20716954397249696,-0.22854496215205208,-0.2453827519402751
UAP56b,-0.2764526101611806,-0.26345216059344845,-0.166148855001086,-0.22099306921203443,-0.21042263941685097,-0.2382124790019019,-0.2516631077656293,-0.23342230809454054
AT2G32780,-0.14487507095769922,-0.2005096791922546,-0.24118365223392174,-0.22099306921203443,-0.24124727699638457,-0.1986646302658107,-0.1943123234550244,-0.22487913391901587
AT2G32770,-0.15906480557768252,-0.1887362654049809,-0.24032118330021096,-0.214381615111017,-0.2032442991586034,-0.2084452810284999,-0.246328151085573,-0.14927204246562253
AT2G32790,-0.2631228594575599,-0.28518769373918446,-0.19504156428039632,-0.2853445557952707,-0.2589819999873491,-0.27648459068199016,-0.2836728478459669,-0.28553567056524104
AT2G45570,-0.2665627951230104,-0.26979169109428813,-0.27956351978405036,-0.2813776833346602,-0.28431731854586983,-0.28839146987135095,-0.2978993989927836,-0.2863899879827935
AT2G45610,-0.2601129157502907,-0.24805615794855213,-0.27223253384750895,-0.2646286662787494,-0.2488478725639408,-0.21865117747652343,-0.2676679778057981,-0.2851085118564648
ENGase85A,-0.2781725779939058,-0.2602823953430286,-0.27783858191662886,-0.2950413551434295,-0.27840574421554837,-0.2994478576900432,-0.28811864507934715,-0.29023441636177966
AT2G45500,-0.19518413006491267,-0.24081098023330677,-0.1838294681421565,-0.2245191780659104,-0.15552944920672263,-0.2526708323032686,-0.12718078523098297,-0.20565699202408536
AT2G45510;AT2G44890,-0.07564636569050806,0.045373539518884135,0.0335127031529539,0.06021411188457304,0.10838011911120209,0.2657036581192604,-0.005365941036364768,-0.005746716316808009
AT2G45550,-0.24592318113030745,-0.22043391790917927,-0.2769761129829181,-0.22804528691978634,-0.2729164251945356,-0.29434490946603137,-0.29389818148274144,-0.28938009894422717
AT2G45600,-0.12681540871408414,-0.07009648031783844,-0.10663849857504387,-0.11609133080922475,-0.15088464080432715,-0.15869153584438514,-0.14852061195120803,-0.2458099106490513
AT2G45560,-0.09413601989230445,-0.20005685558505173,-0.22134686675857435,-0.29239677350302257,-0.24927012787324945,-0.20674429828716265,-0.2894523842493612,-0.27741965509849265
AtRZ-1c,-0.1999140416049071,-0.15432167125756552,-0.1540742899291354,-0.15135241934798432,0.07417743905719901,0.025014600220038603,0.13689957043180245,0.09805284991581674
AT2G30520,-0.08252623702140902,-0.16156684897281087,-0.009179509065728524,-0.1046314770341279,-0.12386030100857168,-0.16464497543906556,-0.05026849309350508,-0.07879085551754399
AT2G30430,-0.27559262624481795,-0.2860933409535902,-0.2912068503891455,-0.29460059153669504,-0.28473957385517856,-0.29647113789270296,-0.2952319206527555,-0.29151589248810833
AT2G30560,-0.1960441139812753,-0.2140943874083396,-0.19892267448209472,-0.26242484824507695,-0.21717872436578986,-0.24246493585524503,-0.2507739483189532,-0.22060754683125353
AT2G30400,-0.17110458040675922,-0.15296320043595704,-0.20021637788266086,-0.1694237272240986,-0.22224578807749398,-0.16464497543906556,-0.22365458519533388,-0.19027927850814094
267495_at,-0.07435638981596411,-0.07507753999706962,-0.1756360132719043,-0.13195882065166656,-0.22900187302643285,-0.1935616820417989,-0.1969798017950525,-0.22701492746289703
AT2G30550,-0.10918573842865036,-0.12217119514616433,0.037825047821507675,0.005559424649495701,-0.1171042160596328,-0.14806039371102728,-0.14674229305785594,-0.1616596450201333
AT2G30540,-0.23216343846850548,-0.24488639269813228,-0.22954032162882654,-0.22848605052652085,-0.2733386805038442,-0.2845642587033422,-0.2814499492292768,-0.27998260735115
AT2G30490,3.7289224802977374,2.9484256852962516,5.110436081441316,4.362948440826709,6.002641981751059,4.956588813042079,5.988013309283517,4.721618713709769
AT2G02740,0.42486427363253865,0.6055163416287895,0.29095967986561444,0.49260321009111213,0.2367457331410406,0.19808959415110441,0.25960357407309664,0.16682540202879034
HIPP27,-0.26914274687209827,-0.27386710355911364,-0.2877569746543025,-0.28269997415486364,-0.27798348890623964,-0.265428202863298,-0.2516631077656293,-0.29536032086709446
LARP1b,-0.25280305246120843,-0.2399053330189011,-0.20107884681637161,-0.2787331016942532,-0.21717872436578986,-0.22630559981254111,-0.20364849764512286,-0.24239264097884144
267479_at,-0.2704327227466422,-0.28065945766715616,-0.28387586445260415,-0.2910744826828191,-0.28262829730863515,-0.2858399957593451,-0.2952319206527555,-0.28809862281789844
IRX15-L,-0.19819407377218187,-0.25892392452142016,-0.2187594599574421,-0.2500834672565111,-0.2572929787501144,-0.2122724921965087,-0.25299684693564334,-0.2569160370772334
MAN7;AT3G11470,-0.17282454823948445,-0.09183201346357449,-0.1915916885455533,-0.14914860131431185,-0.1973327248282819,-0.11744270436695667,-0.21965336768529165,-0.13346717024090188
AT2G02820,-0.23388340630123072,-0.2077548569074999,-0.23988994883335563,-0.25625415775079396,-0.2302686389543589,-0.23523575920456166,-0.22721122298203802,-0.20651130944163784
SUC9,-0.2536630363775711,-0.2543956884493918,-0.21099723955404528,-0.28578531940200513,-0.2691161274107574,-0.287115732815348,-0.2894523842493612,-0.27400238542828276
